ID,full_year_008,Date of publication(260_c_un_2641_c)
1161633,2014,19--
1161634,2014,19--
1161641,2014,19--
1161643,2014,19--
1161646,2014,19--
1161650,2017,19--
1161652,2017,19--
1161656,2017,19--
1161657,2017,19--
1161658,2017,19--
1161661,2017,19--
1161662,2017,19--
1161663,2017,19--
1163274,2020,19--
1163331,2020,19--
1163334,2020,19--
1163338,2020,18--
1163340,2020,19--
1163343,2020,19--
1163348,2020,19--
1163368,1942,19--
1163392,1974,19--
1163452,1898,19--
1163455,1901,19--
1163457,2024,19--
1163458,2024,19--
1163459,2024,19--
1163465,2024,19--
1163471,2024,19--
1163474,2024,19--
1163477,2024,18--
1163482,2024,19--
1163483,2024,19--
1163484,2024,19--
1163489,2024,19--
1163490,2024,19--
1163491,2024,19--
1163494,2024,19--
1163495,2024,19--
1163496,2024,19--
1163497,2024,19--
1163498,2024,19--
1163500,2024,19--
1163962,1940,19--
1164582,1941,19--
1164591,1947,19--
1164593,1947,19--
1164600,1947,19--
1164607,1903,19--
1164609,1903,19--
1164659,1974,19--
1164660,1974,19--
1164661,1974,19--
1164677,1975,19--
1164680,1975,19--
1164684,1950,19--
1164686,1950,19--
1164687,1950,19--
1164689,1950,19--
1164937,1956,19--
1164939,1956,19--
1164944,1956,19--
1164946,1956,18--
1164958,1956,19--
1164996,1901,19--
1165001,1901,19--
1165103,1893,19--
1165115,1907,19--
1165116,1907,19--
1165128,1907,19--
1165132,1907,19--
1165133,1907,19--
1165137,1899,19--
1165913,1974,19--
1165937,1974,19--
1165983,1942,19--
1166010,1886,19--
1166022,1886,19--
1166048,1899,19--
1166072,1975,19--
1166088,1975,19--
1166091,1975,19--
1166094,1975,19--
1166385,1975,19--
1166406,1975,19--
1166427,1975,19--
1166429,1975,19--
1166436,1975,1971
1166444,2020,19--
1166450,2020,19--
1166704,2020,19--
1166705,2020,19--
1166712,1899,19--
1166714,1899,19--
1166715,1899,19--
1166716,1899,19--
1166718,1899,19--
1166719,1899,19--
1166721,1899,19--
1166727,1899,19--
1166729,1899,19--
1166730,1899,19--
1166737,1899,19--
1167045,1899,19--
1167269,2022,189-
1167566,2023,19--
1167582,1975,19--
1167590,1978,1976
1167595,1976,19--
1167613,1900,19--
1168207,2022,19--
1168213,2022,19--
1168214,2022,18--
1168219,2022,19--
1168221,2022,19--
1168227,2022,19--
1168230,2022,19--
1168234,2022,19--
1168238,2022,19--
1168240,2022,19--
1168242,2022,1900
1168245,2022,19--
1168249,1898,19--
1168251,1898,19--
1168340,1976,19--
1168356,1899,19--
1168357,1899,19--
1168358,1899,19--
1168360,1899,19--
1168362,1899,18--
1168363,1899,19--
1168364,1899,19--
1168366,1899,19--
1168367,1899,19--
1168603,2022,19--
1168604,2022,19--
1168608,2022,19--
1168648,2021,19--
1168933,2020,202-
1169423,2021,202-
1169788,2024,202-
1170267,2022,19--
1170268,2022,19--
1170269,2022,19--
1170270,2022,19--
1170272,1929,19--
1170273,1929,19--
1170274,1929,19--
1170753,2022,202-
1170823,2022,19--
1170824,2022,19--
1170826,2022,19--
1170855,2022,19--
1170856,2022,19--
1170858,1977,19--
1170859,1977,19--
1170860,1977,18--
1170861,1977,19--
1170864,1976,19--
1170868,1899,19--
1170884,2023,19--
1170887,2023,19--
1170892,1977,19--
1171352,1933,18--
1171354,1933,18--
1171358,1933,19--
1171362,1976,19--
1171369,1976,19--
1171373,1976,19--
1171393,1899,19--
1171398,1899,19--
1171409,1899,19--
1171430,1977,19--
1171507,1977,19--
1171509,1977,19--
1171510,1977,19--
1171511,1977,19--
1171512,1977,nan
1171516,1977,19--
1171518,1977,19--
1171528,1977,19--
1171530,1977,19--
1171531,1977,19--
1171548,1977,19--
1171549,1977,19--
1171551,1977,19--
1171559,1977,19--
1171563,1977,19--
1171568,1977,19--
1171572,1977,18--
1171574,1977,19--
1171579,1977,20--
1171583,1977,19--
1171584,1977,19--
1171966,1977,20--
1171967,1977,20--
1172094,1977,19--
1172404,1977,19--
1172409,1977,19--
1172410,1977,19--
1172411,1977,19--
1172413,1977,19--
1172418,1977,19--
1172437,1977,19--
1172443,1977,19--
1172445,1977,19--
1172449,1977,19--
1172495,1977,19--
1172497,1977,19--
1172498,1977,19--
1172499,1977,19--
1172500,1977,19--
1172501,1977,19--
1172504,1977,19--
1172506,1977,19--
1172553,1977,19--
1172554,1977,19--
1172555,1977,19--
1172558,1977,19--
1172559,1977,19--
1172561,1977,19--
1172562,1977,19--
1172603,1977,19--
1172604,1977,19--
1172605,1977,19--
1172606,1977,19--
1172607,1977,19--
1172608,1977,19--
1172609,1977,19--
1172610,1977,19--
1172611,1977,19--
1172612,1977,19--
1172613,1977,19--
1172614,1977,19--
1172615,1977,19--
1172616,1977,19--
1172617,1977,19--
1172618,1977,19--
1172619,1977,19--
1172620,1977,19--
1172621,1977,19--
1172622,1977,19--
1172623,1977,19--
1172624,1977,19--
1172625,1977,19--
1173282,2024,19--
1173387,1977,19--
1173392,1977,19--
1173405,1977,18--
1173409,1970,19--
1173411,1888,19--
1173516,1888,19--
1173519,1888,19--
1173522,1888,19--
1173523,1888,19--
1173525,1888,19--
1173549,1888,19--
1173551,1888,19--
1173552,1888,19--
1173553,1888,19--
1173559,1888,19--
1173564,1888,19--
1173568,1888,19--
1173571,1888,19--
1173574,1888,19--
1173578,1888,19--
1173580,1888,19--
1173581,1888,19--
1173582,1888,19--
1173627,1888,19--
1173629,1888,19--
1173630,1888,19--
1173641,1888,19--
1173644,1888,19--
1173646,1888,19--
1173740,1888,18--
1175734,2014,19--
1175738,2014,19--
1175743,2014,19--
1175753,1977,19--
1176046,1977,19--
1176047,1977,19--
1176054,1977,19--
1176056,1977,19--
1176058,1901,19--
1176068,1901,19--
1176126,1901,19--
1176130,1901,19--
1176150,1977,19--
1176196,1883,19--
1176198,1883,19--
1176202,1883,19--
1176228,1883,19--
1176318,2022,202-
1176327,2022,19--
1176329,2022,19--
1176345,1867,19--
1176353,1977,19--
1176356,1977,19--
1177760,2013,202-
1177772,2013,202-
1177841,2013,202-
1178278,2020,19--
1178323,1976,19--
1178348,2011,202-
1178482,1978,19--
1178487,1978,19--
1178488,1978,19--
1178495,1978,19--
1178907,2012,19--
1178919,2012,19--
1179047,2017,19--
1179057,2017,19--
1179340,2017,202-
1179401,2017,202-
1179450,2005,193-
1196982,1977,19--
1197008,1977,19--
1197014,1893,19--
1197072,1941,19--
1197073,1941,19--
1197075,1941,19--
1197078,1941,19--
1197079,1941,19--
1197088,1941,19--
1197089,1941,19--
1197090,1941,19--
1197091,1941,19--
1197093,1941,19--
1197094,1941,19--
1197096,1941,19--
1197097,1941,19--
1197297,1940,19--
1197298,1940,18--
1197299,1940,19--
1197301,1940,19--
1197303,1940,19--
1197304,1940,19--
1197305,1940,19--
1197422,1950,19--
1197489,2024,19--
1197515,2024,19--
1197517,2024,19--
1197527,2024,19--
1197530,2024,19--
1197532,2024,19--
1197557,2024,19--
1197560,2024,19--
1197562,2024,19--
1197570,2024,19--
1197671,1957,202-
1197708,1977,1979
1199311,2014,202-
1199682,2015,19--
1199687,1898,19--
1199746,1898,19--
1199750,1898,19--
1199778,1898,19--
1199817,1978,19--
1199958,1978,19--
1199962,1978,19--
1201193,2024,20--
1201264,2024,19--
1201265,2024,19--
1201316,1978,19--
1201320,1978,19--
1201324,1978,19--
1201325,1978,19--
1201334,1903,19--
1202541,2024,18--
1202543,2024,18--
1202800,2024,202-
1203412,1979,19--
1203477,1951,19--
1203478,1951,19--
1203515,1897,19--
1203517,1897,19--
1203524,1897,19--
1203530,1897,19--
1203673,1897,19--
1203677,1897,19--
1203689,1897,19--
1203793,1978,19--
1203794,1978,19--
1203795,1978,19--
1203816,1942,19--
1203817,1942,19--
1203818,1942,19--
1204755,1979,19--
1204759,1979,19--
1204763,1979,19--
1204791,1898,19--
1204792,1898,19--
1204797,1898,19--
1204886,1898,19--
1204943,1898,19--
1204954,1908,19--
1204962,1908,19--
1204966,1892,19--
1204968,1892,19--
1204970,1892,19--
1204971,1892,19--
1204973,1892,19--
1204974,1892,19--
1204976,1892,19--
1205068,1892,19--
1205086,1892,19--
1205191,1979,18--
1206254,1979,19--
1206257,1979,19--
1206262,1979,19--
1206266,1979,19--
1206392,2024,19--
1206397,2024,19--
1206402,2024,19--
1206405,2024,19--
1206415,2024,19--
1206427,2024,19--
1206434,2024,19--
1206573,2024,19--
1206598,1893,19--
1206612,1893,19--
1206614,1893,19--
1206621,1893,19--
1206626,1893,19--
1206636,1893,19--
1206645,1978,19--
1206647,1978,19--
1206655,1902,19--
1207631,2024,188-
1207678,2024,188-
1207855,2024,19--
1207858,1979,19--
1207996,1958,19--
1208165,1958,19--
1208169,1958,19--
1208174,1958,19--
1208177,1958,19--
1208236,1958,19--
1208242,1958,19--
1208286,1958,19--
1208303,1958,19--
1208305,1958,19--
1208307,1958,19--
1208310,1893,19--
1208477,1893,19--
1208483,1893,19--
1208484,1893,19--
1208486,1893,19--
1208490,1893,19--
1208510,1893,19--
1208556,1901,19--
1208579,1901,19--
1208581,1901,19--
1208583,1901,19--
1208585,1901,19--
1208590,1901,19--
1208592,1901,19--
1208598,1901,19--
1208601,1901,19--
1209343,2023,19--
1209345,2023,19--
1209478,1898,19--
1209615,2024,19--
1209617,2024,19--
1209622,2024,19--
1209625,2024,19--
1209626,2024,19--
1209655,2024,19--
1209658,2024,19--
1209664,2024,19--
1209857,1980,18--
1209894,1887,19--
1209979,1903,19--
1209993,1903,19--
1209997,1903,19--
1210003,1903,19--
1210022,1903,19--
1210220,1979,19--
1210223,1900,19--
1210225,1900,19--
1210721,1979,19--
1211064,2023,19--
1211212,1979,19--
1211214,1859,18--
1211215,1859,19--
1211218,1897,19--
1211319,2024,19--
1211330,2024,19--
1211526,2024,19--
1211579,2024,18--
1211653,1901,19--
1211688,1901,19--
1211692,2023,19--
1211713,1899,nan
1211719,1899,19--
1211726,1899,19--
1211905,1979,19--
1211910,1979,1893
1211918,1893,19--
1213133,2020,19--
1213619,2021,19--
1215916,1907,19--
1217384,2024,19--
1217419,2024,19--
1220427,2024,19--
1221457,2023,19--
1221461,2023,19--
1221463,2023,19--
1221464,2023,19--
1222310,1934,19--
1222583,1976,1894
1223344,1890,19--
1223586,1890,19--
1230597,2021,19--
1230618,2025,19--
1230634,2025,19--
1230758,2025,19--
1231029,2025,19--
1231093,2025,19--
1231445,2025,19--
1233108,2004,19--
1233494,1914,19--
1233499,1914,19--
1233611,1914,19--
1234798,2024,19--
1234834,2024,19--
1234854,2024,19--
1235432,2024,19--
1247766,2025,19--
1305316,2025,19--
1306709,2021,2024
1309076,1988,1990
